NOTA_CANDIDATO;NOTA_CORTE;MARGEM;CLASSIFICACAO;IDADE;QT_VAGAS_CONCORRENCIA;GRAU;TURNO;TIPO_MOD_CONCORRENCIA;TP_COTA;SEXO;OPCAO;MESMA_UF;EFETIVOU
699.85;660.69;39.15999999999997;3;18;15;Bacharelado;Noturno;A;AMPLA;M;2;1;0
709.21;660.69;48.51999999999998;1;18;15;Bacharelado;Noturno;A;AMPLA;M;1;1;1
699.22;660.69;38.52999999999997;4;20;15;Bacharelado;Noturno;A;AMPLA;F;1;1;1
700.65;660.69;39.95999999999992;2;21;15;Bacharelado;Noturno;A;AMPLA;M;2;0;0
694.57;660.69;33.879999999999995;5;25;15;Bacharelado;Noturno;A;AMPLA;M;1;1;1
590.44;568.0;22.440000000000055;3;21;4;Bacharelado;Noturno;L;PPI ;F;2;1;1
608.87;568.0;40.870000000000005;1;22;4;Bacharelado;Noturno;L;PPI ;F;1;1;0
543.13;568.0;-24.870000000000005;6;20;4;Bacharelado;Noturno;L;PPI ;F;1;1;0
568.0;568.0;0.0;4;20;4;Bacharelado;Noturno;L;PPI ;M;1;1;0
549.83;568.0;-18.16999999999996;5;23;4;Bacharelado;Noturno;L;PPI ;M;2;1;0
526.51;568.0;-41.49000000000001;7;18;4;Bacharelado;Noturno;L;PPI ;F;2;1;0
604.75;568.0;36.75;2;18;4;Bacharelado;Noturno;L;PPI ;M;1;1;1
582.85;611.98;-29.129999999999995;5;32;3;Bacharelado;Noturno;L;PPI ;M;2;1;0
604.35;611.98;-7.6299999999999955;4;48;3;Bacharelado;Noturno;L;PPI ;M;2;1;0
581.18;611.98;-30.800000000000068;6;19;3;Bacharelado;Noturno;L;PPI ;F;1;1;0
611.98;611.98;0.0;3;23;3;Bacharelado;Noturno;L;PPI ;M;1;1;0
578.75;611.98;-33.23000000000002;7;18;3;Bacharelado;Noturno;L;PPI ;F;1;1;0
630.84;611.98;18.860000000000014;2;21;3;Bacharelado;Noturno;L;PPI ;F;1;1;1
644.17;611.98;32.18999999999994;1;20;3;Bacharelado;Noturno;L;PPI ;F;2;1;1
658.91;650.89;8.019999999999982;1;26;2;Bacharelado;Noturno;L;D   ;M;2;0;1
709.38;699.26;10.120000000000005;1;30;2;Bacharelado;Noturno;L;D   ;M;2;1;0
699.26;699.26;0.0;2;18;2;Bacharelado;Noturno;L;D   ;M;1;1;1
691.25;665.07;26.17999999999995;8;21;25;Bacharelado;Integral;A;AMPLA;M;1;1;1
699.11;665.07;34.039999999999964;4;18;25;Bacharelado;Integral;A;AMPLA;M;2;1;1
699.32;665.07;34.25;3;19;25;Bacharelado;Integral;A;AMPLA;M;1;1;1
688.35;665.07;23.279999999999973;11;19;25;Bacharelado;Integral;A;AMPLA;M;1;1;1
687.43;665.07;22.3599999999999;12;18;25;Bacharelado;Integral;A;AMPLA;M;2;1;1
698.46;665.07;33.389999999999986;5;19;25;Bacharelado;Integral;A;AMPLA;M;2;1;1
699.92;665.07;34.84999999999991;2;20;25;Bacharelado;Integral;A;AMPLA;M;1;1;1
699.99;665.07;34.91999999999996;1;18;25;Bacharelado;Integral;A;AMPLA;F;1;1;1
690.35;665.07;25.279999999999973;9;20;25;Bacharelado;Integral;A;AMPLA;F;1;1;1
596.66;576.0;20.659999999999968;1;22;5;Bacharelado;Integral;L;PPI ;M;1;1;1
567.71;567.71;0.0;5;20;5;Bacharelado;Integral;L;PPI ;F;1;1;1
625.76;567.71;58.049999999999955;1;18;5;Bacharelado;Integral;L;PPI ;F;2;1;1
614.75;567.71;47.039999999999964;2;23;5;Bacharelado;Integral;L;PPI ;M;1;1;1
616.39;597.75;18.639999999999986;4;21;5;Bacharelado;Integral;L;D   ;M;1;1;1
736.83;710.87;25.960000000000036;1;18;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
735.69;710.87;24.82000000000005;2;19;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
728.49;710.87;17.620000000000005;7;18;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
732.57;710.87;21.700000000000045;5;18;20;Bacharelado;Integral;A;AMPLA;F;1;1;1
723.92;710.87;13.049999999999955;10;19;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
721.15;710.87;10.279999999999973;12;18;20;Bacharelado;Integral;A;AMPLA;F;2;1;1
721.68;710.87;10.809999999999945;11;24;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
733.05;710.87;22.17999999999995;4;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
726.87;710.87;16.0;8;18;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
732.24;710.87;21.370000000000005;6;20;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
624.39;624.39;0.0;5;20;5;Bacharelado;Integral;L;PPI ;M;1;1;1
622.94;624.39;-1.4499999999999318;6;23;5;Bacharelado;Integral;L;PPI ;M;2;1;1
638.17;624.39;13.779999999999973;2;19;5;Bacharelado;Integral;L;PPI ;M;1;1;1
630.84;605.71;25.129999999999995;3;18;5;Bacharelado;Integral;L;PPI ;M;2;1;1
669.82;618.05;51.770000000000095;1;20;3;Bacharelado;Integral;L;D   ;F;1;1;1
619.88;618.05;1.830000000000041;2;26;3;Bacharelado;Integral;L;D   ;M;1;1;1
694.33;699.08;-4.75;4;19;3;Bacharelado;Integral;L;D   ;M;1;1;1
639.69;602.93;36.760000000000105;5;20;20;Bacharelado;Integral;A;AMPLA;F;1;1;1
631.83;602.93;28.90000000000009;8;21;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
631.81;602.93;28.879999999999995;9;18;20;Bacharelado;Integral;A;AMPLA;F;2;1;1
638.23;602.93;35.30000000000007;6;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
642.73;602.93;39.80000000000007;2;28;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
644.33;602.93;41.40000000000009;1;18;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
625.84;602.93;22.910000000000082;11;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
610.05;602.93;7.1200000000000045;18;19;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
627.65;602.93;24.720000000000027;10;19;20;Bacharelado;Integral;A;AMPLA;F;1;1;1
641.78;602.93;38.85000000000002;3;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
636.45;602.93;33.520000000000095;7;19;20;Bacharelado;Integral;A;AMPLA;F;1;1;1
556.83;518.09;38.74000000000001;1;20;5;Bacharelado;Integral;L;PPI ;M;1;1;1
528.33;518.09;10.240000000000009;3;20;5;Bacharelado;Integral;L;PPI ;F;1;1;1
547.91;510.91;36.99999999999994;1;19;3;Bacharelado;Integral;L;D   ;F;2;1;1
560.74;560.74;0.0;3;18;3;Bacharelado;Integral;L;D   ;F;1;1;1
615.74;560.74;55.0;1;19;3;Bacharelado;Integral;L;D   ;F;2;1;1
569.48;560.74;8.740000000000009;2;20;3;Bacharelado;Integral;L;D   ;M;1;1;1
665.61;636.49;29.120000000000005;4;18;20;Bacharelado;Integral;A;AMPLA;F;2;1;1
662.58;636.49;26.090000000000032;8;18;20;Bacharelado;Integral;A;AMPLA;F;1;1;1
667.78;636.49;31.289999999999964;3;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
656.19;636.49;19.700000000000045;15;33;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
662.21;636.49;25.720000000000027;9;19;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
662.71;636.49;26.220000000000027;7;18;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
663.83;636.49;27.340000000000032;6;18;20;Bacharelado;Integral;A;AMPLA;F;2;1;1
656.71;636.49;20.220000000000027;14;18;20;Bacharelado;Integral;A;AMPLA;M;2;1;1
660.75;636.49;24.25999999999999;11;18;20;Bacharelado;Integral;A;AMPLA;M;1;1;1
657.62;636.49;21.129999999999995;13;19;20;Bacharelado;Integral;A;AMPLA;F;2;1;1
563.52;549.85;13.669999999999959;3;32;5;Bacharelado;Integral;L;PPI ;M;1;1;1
538.53;549.85;-11.32000000000005;6;19;5;Bacharelado;Integral;L;PPI ;F;1;1;1
581.35;549.85;31.5;2;37;5;Bacharelado;Integral;L;PPI ;M;2;1;1
527.3;549.85;-22.550000000000068;7;27;5;Bacharelado;Integral;L;PPI ;M;2;1;1
525.22;549.85;-24.629999999999995;8;23;5;Bacharelado;Integral;L;PPI ;F;1;1;1
561.81;544.07;17.739999999999895;2;21;5;Bacharelado;Integral;L;PPI ;M;2;1;1
578.95;544.07;34.879999999999995;1;19;5;Bacharelado;Integral;L;PPI ;M;2;1;1
656.96;587.56;69.40000000000009;1;19;3;Bacharelado;Integral;L;D   ;F;1;1;1
675.92;619.45;56.469999999999914;1;21;10;Bacharelado;Vespertino;A;AMPLA;F;1;1;1
663.84;619.45;44.389999999999986;3;18;10;Bacharelado;Vespertino;A;AMPLA;M;2;1;1
589.15;542.08;47.069999999999936;1;24;2;Bacharelado;Vespertino;L;PPI ;M;1;1;1
612.42;585.52;26.899999999999977;1;26;2;Bacharelado;Vespertino;L;D   ;M;1;1;1
555.99;555.99;0.0;2;19;2;Bacharelado;Vespertino;L;D   ;F;1;1;1
640.0;620.11;19.889999999999986;19;18;25;Bacharelado;Matutino;A;AMPLA;F;1;1;1
691.77;620.11;71.65999999999997;1;18;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
688.65;620.11;68.53999999999996;4;21;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
669.18;620.11;49.069999999999936;9;18;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
652.71;620.11;32.60000000000002;16;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
683.12;620.11;63.00999999999999;5;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
667.98;620.11;47.870000000000005;10;18;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
691.45;620.11;71.34000000000003;2;18;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
674.58;620.11;54.47000000000003;7;18;25;Bacharelado;Matutino;A;AMPLA;F;1;1;1
681.77;620.11;61.65999999999997;6;19;25;Bacharelado;Matutino;A;AMPLA;F;1;1;1
661.02;620.11;40.90999999999997;11;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
689.83;620.11;69.72000000000003;3;20;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
644.55;620.11;24.43999999999994;17;20;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
537.05;537.05;0.0;1;19;5;Bacharelado;Matutino;L;PPI ;F;2;1;1
558.45;561.0;-2.5499999999999545;6;19;5;Bacharelado;Matutino;L;D   ;M;1;1;1
603.57;561.0;42.57000000000005;2;21;5;Bacharelado;Matutino;L;D   ;F;2;1;1
635.94;632.72;3.2200000000000273;3;19;4;Bacharelado;Matutino;L;D   ;M;1;1;1
651.61;624.21;27.399999999999977;1;23;10;Bacharelado;Vespertino;A;AMPLA;M;2;1;1
578.08;;;1;19;2;Bacharelado;Vespertino;L;PPI ;F;1;1;1
521.76;544.75;-22.99000000000001;3;18;2;Bacharelado;Vespertino;L;PPI ;M;1;1;1
547.96;544.75;3.2100000000000364;1;20;2;Bacharelado;Vespertino;L;PPI ;M;1;1;1
624.68;620.15;4.529999999999973;8;19;10;Bacharelado;Vespertino;A;AMPLA;F;1;1;1
669.67;620.15;49.51999999999998;1;18;10;Bacharelado;Vespertino;A;AMPLA;M;2;1;1
638.6;620.15;18.450000000000045;6;21;10;Bacharelado;Vespertino;A;AMPLA;M;2;1;1
655.03;620.15;34.879999999999995;3;19;10;Bacharelado;Vespertino;A;AMPLA;M;1;1;1
638.53;620.15;18.379999999999995;7;20;10;Bacharelado;Vespertino;A;AMPLA;M;2;1;1
621.98;620.15;1.830000000000041;9;35;10;Bacharelado;Vespertino;A;AMPLA;M;1;1;1
575.59;556.45;19.139999999999986;1;19;2;Bacharelado;Vespertino;L;D   ;M;1;1;1
664.58;645.15;19.430000000000064;1;18;10;Bacharelado;Vespertino;A;AMPLA;M;1;1;1
546.16;;;1;19;2;Bacharelado;Vespertino;L;PPI ;M;2;1;1
581.32;532.45;48.870000000000005;1;18;2;Bacharelado;Vespertino;L;PPI ;M;1;1;1
539.35;539.35;0.0;2;19;2;Bacharelado;Vespertino;L;D   ;M;2;1;1
604.52;539.35;65.16999999999996;1;18;2;Bacharelado;Vespertino;L;D   ;M;2;1;1
619.4;584.51;34.889999999999986;1;18;2;Bacharelado;Vespertino;L;D   ;M;1;1;1
640.88;612.79;28.090000000000032;15;19;25;Bacharelado;Matutino;A;AMPLA;F;1;1;1
612.79;612.79;0.0;25;36;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
667.91;612.79;55.120000000000005;5;19;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
664.79;612.79;52.0;7;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
671.12;612.79;58.33000000000004;2;29;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
670.95;612.79;58.16000000000008;3;20;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
616.02;612.79;3.230000000000018;24;20;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
660.92;612.79;48.129999999999995;8;20;25;Bacharelado;Matutino;A;AMPLA;M;2;1;1
670.76;612.79;57.97000000000003;4;19;25;Bacharelado;Matutino;A;AMPLA;F;2;1;1
651.97;612.79;39.180000000000064;10;24;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
671.13;612.79;58.34000000000003;1;19;25;Bacharelado;Matutino;A;AMPLA;F;1;1;1
634.45;612.79;21.660000000000082;17;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
644.31;612.79;31.519999999999982;13;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
650.66;612.79;37.870000000000005;11;19;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
639.45;612.79;26.660000000000082;16;26;25;Bacharelado;Matutino;A;AMPLA;M;1;1;1
561.39;561.39;0.0;2;19;5;Bacharelado;Matutino;L;PPI ;M;1;1;1
608.62;;;1;19;5;Bacharelado;Matutino;L;PPI ;M;1;1;1
589.19;552.31;36.88000000000011;2;20;5;Bacharelado;Matutino;L;D   ;M;2;1;1
644.62;517.32;127.29999999999995;1;19;4;Bacharelado;Matutino;L;D   ;M;1;1;1
569.74;569.74;0.0;5;18;10;Bacharelado;Integral;A;AMPLA;M;1;1;1
592.38;569.74;22.639999999999986;3;18;10;Bacharelado;Integral;A;AMPLA;M;2;1;1
568.3;569.74;-1.4400000000000546;6;19;10;Bacharelado;Integral;A;AMPLA;M;2;1;1
564.96;569.74;-4.779999999999973;7;21;10;Bacharelado;Integral;A;AMPLA;M;2;1;0
578.45;569.74;8.710000000000036;4;18;10;Bacharelado;Integral;A;AMPLA;M;1;1;1
611.34;569.74;41.60000000000002;1;19;10;Bacharelado;Integral;A;AMPLA;M;1;1;0
528.78;569.74;-40.960000000000036;8;33;10;Bacharelado;Integral;A;AMPLA;F;1;1;0
605.45;569.74;35.710000000000036;2;19;10;Bacharelado;Integral;A;AMPLA;M;2;1;1
506.16;506.16;0.0;2;19;2;Bacharelado;Integral;L;D   ;M;2;1;0
525.79;506.16;19.62999999999994;1;18;2;Bacharelado;Integral;L;D   ;M;1;1;1
656.75;646.85;9.899999999999977;5;19;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
608.47;646.85;-38.379999999999995;10;18;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
665.65;646.85;18.799999999999955;1;22;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
606.65;646.85;-40.200000000000045;11;19;20;Bacharelado;Noturno;A;AMPLA;M;2;1;0
550.69;646.85;-96.15999999999997;14;19;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
662.64;646.85;15.789999999999964;3;18;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
582.09;646.85;-64.75999999999999;13;22;20;Bacharelado;Noturno;A;AMPLA;F;2;1;1
660.13;646.85;13.279999999999973;4;18;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
646.85;646.85;0.0;7;25;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
588.15;646.85;-58.700000000000045;12;30;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
665.09;646.85;18.24000000000001;2;20;20;Bacharelado;Noturno;A;AMPLA;M;2;1;1
629.46;646.85;-17.389999999999986;9;18;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
545.04;646.85;-101.81000000000006;15;19;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
655.71;646.85;8.860000000000014;6;20;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
632.05;646.85;-14.800000000000068;8;18;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
610.98;610.98;0.0;3;20;3;Bacharelado;Noturno;L;D   ;M;1;1;1
612.48;610.98;1.5;2;18;3;Bacharelado;Noturno;L;D   ;M;1;1;1
501.77;610.98;-109.21000000000004;5;20;3;Bacharelado;Noturno;L;D   ;M;1;1;1
616.08;610.98;5.100000000000023;1;18;3;Bacharelado;Noturno;L;D   ;M;1;1;0
579.57;610.98;-31.409999999999968;4;20;3;Bacharelado;Noturno;L;D   ;F;1;0;0
630.64;630.64;0.0;1;29;3;Bacharelado;Noturno;L;D   ;F;1;1;1
496.91;;;9;18;12;Bacharelado;Integral;A;AMPLA;F;1;1;1
480.55;;;10;49;12;Bacharelado;Integral;A;AMPLA;M;1;1;1
538.7;;;4;20;12;Bacharelado;Integral;A;AMPLA;F;1;1;1
580.39;;;3;19;12;Bacharelado;Integral;A;AMPLA;F;1;1;1
526.25;;;5;19;12;Bacharelado;Integral;A;AMPLA;M;1;1;1
505.75;;;7;18;12;Bacharelado;Integral;A;AMPLA;M;1;0;0
502.88;;;8;32;12;Bacharelado;Integral;A;AMPLA;M;1;1;1
509.73;;;6;18;12;Bacharelado;Integral;A;AMPLA;M;1;1;1
582.43;;;2;20;12;Bacharelado;Integral;A;AMPLA;F;1;1;1
592.57;;;1;20;12;Bacharelado;Integral;A;AMPLA;M;1;1;1
492.66;;;1;41;3;Bacharelado;Integral;L;PPI ;M;1;1;1
478.38;;;2;23;3;Bacharelado;Integral;L;PPI ;F;2;1;1
576.6;558.61;17.99000000000001;1;21;2;Bacharelado;Integral;L;D   ;F;2;0;0
558.61;558.61;0.0;2;20;2;Bacharelado;Integral;L;D   ;M;1;1;0
537.69;;;10;25;17;Bacharelado;Integral;A;AMPLA;M;2;1;1
588.49;;;1;19;17;Bacharelado;Integral;A;AMPLA;F;2;0;0
577.89;;;5;19;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
579.42;;;3;20;17;Bacharelado;Integral;A;AMPLA;M;1;1;0
531.12;;;11;19;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
486.72;;;13;20;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
546.25;;;9;19;17;Bacharelado;Integral;A;AMPLA;M;1;1;0
511.45;;;12;20;17;Bacharelado;Integral;A;AMPLA;F;1;1;0
576.55;;;6;18;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
470.81;;;14;20;17;Bacharelado;Integral;A;AMPLA;F;2;1;1
579.27;;;4;25;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
565.74;;;8;19;17;Bacharelado;Integral;A;AMPLA;M;1;1;1
586.28;;;2;18;17;Bacharelado;Integral;A;AMPLA;M;1;0;1
572.74;;;7;18;17;Bacharelado;Integral;A;AMPLA;F;1;1;1
504.8;455.74;49.06;2;24;4;Bacharelado;Integral;L;PPI ;F;2;1;1
492.07;455.74;36.329999999999984;3;19;4;Bacharelado;Integral;L;PPI ;M;1;1;0
512.73;455.74;56.99000000000001;1;22;4;Bacharelado;Integral;L;PPI ;M;2;0;0
455.74;455.74;0.0;4;27;4;Bacharelado;Integral;L;PPI ;M;1;0;1
502.44;;;1;18;4;Bacharelado;Integral;L;PPI ;F;2;0;0
446.42;;;3;20;4;Bacharelado;Integral;L;PPI ;F;1;1;0
487.56;;;2;19;4;Bacharelado;Integral;L;PPI ;M;2;1;0
510.2;;;1;18;3;Bacharelado;Integral;L;D   ;F;2;0;0
436.85;;;1;18;12;Bacharelado;Integral;A;AMPLA;F;1;1;1
431.56;;;1;18;3;Bacharelado;Integral;L;PPI ;F;2;1;0
525.69;;;1;18;2;Bacharelado;Integral;L;D   ;F;2;1;1
545.52;;;1;20;20;Tecnológico;Noturno;A;AMPLA;F;1;1;0
482.28;;;2;21;20;Tecnológico;Noturno;A;AMPLA;F;1;1;0
482.52;;;1;20;5;Tecnológico;Noturno;L;PPI ;F;1;1;0
563.44;;;1;24;3;Tecnológico;Noturno;L;D   ;F;2;1;1
681.82;651.47;30.350000000000023;7;18;17;Bacharelado;Matutino;A;AMPLA;F;1;1;1
673.34;651.47;21.870000000000005;9;22;17;Bacharelado;Matutino;A;AMPLA;M;1;1;0
655.85;651.47;4.3799999999999955;16;19;17;Bacharelado;Matutino;A;AMPLA;M;2;1;0
692.03;651.47;40.559999999999945;2;19;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
651.47;651.47;0.0;17;18;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
646.13;651.47;-5.340000000000032;18;18;17;Bacharelado;Matutino;A;AMPLA;M;1;0;0
695.48;651.47;44.00999999999999;1;20;17;Bacharelado;Matutino;A;AMPLA;M;2;1;1
677.06;651.47;25.589999999999918;8;18;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
668.28;651.47;16.809999999999945;11;19;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
646.08;651.47;-5.389999999999986;19;18;17;Bacharelado;Matutino;A;AMPLA;M;2;1;1
640.78;651.47;-10.690000000000055;20;19;17;Bacharelado;Matutino;A;AMPLA;M;2;1;0
670.88;651.47;19.409999999999968;10;24;17;Bacharelado;Matutino;A;AMPLA;F;1;0;0
660.08;651.47;8.610000000000014;15;18;17;Bacharelado;Matutino;A;AMPLA;F;2;1;0
666.12;651.47;14.649999999999977;13;19;17;Bacharelado;Matutino;A;AMPLA;M;2;1;0
688.05;651.47;36.57999999999993;3;22;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
660.29;651.47;8.819999999999936;14;19;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
683.44;651.47;31.970000000000027;6;19;17;Bacharelado;Matutino;A;AMPLA;F;2;0;0
684.15;651.47;32.67999999999995;5;18;17;Bacharelado;Matutino;A;AMPLA;M;1;1;0
685.97;651.47;34.5;4;18;17;Bacharelado;Matutino;A;AMPLA;M;1;1;1
633.26;651.47;-18.210000000000036;21;19;17;Bacharelado;Matutino;A;AMPLA;M;2;1;0
666.73;651.47;15.259999999999991;12;20;17;Bacharelado;Matutino;A;AMPLA;M;2;1;0
518.74;;;1;18;4;Bacharelado;Matutino;L;PPI ;M;2;1;0
510.65;;;2;18;4;Bacharelado;Matutino;L;PPI ;F;2;1;0
606.92;551.88;55.039999999999964;1;19;4;Bacharelado;Matutino;L;PPI ;M;1;1;1
568.75;551.88;16.870000000000005;3;19;4;Bacharelado;Matutino;L;PPI ;M;1;1;1
551.88;551.88;0.0;4;22;4;Bacharelado;Matutino;L;PPI ;M;1;0;1
532.88;551.88;-19.0;5;20;4;Bacharelado;Matutino;L;PPI ;M;1;1;1
569.52;551.88;17.639999999999986;2;19;4;Bacharelado;Matutino;L;PPI ;M;1;1;1
626.55;595.4;31.149999999999977;1;18;3;Bacharelado;Matutino;L;D   ;M;1;1;1
612.95;595.4;17.550000000000068;2;19;3;Bacharelado;Matutino;L;D   ;F;1;1;0
497.83;595.4;-97.57;4;19;3;Bacharelado;Matutino;L;D   ;M;1;1;1
595.4;595.4;0.0;3;19;3;Bacharelado;Matutino;L;D   ;M;1;1;1
485.89;625.62;-139.73000000000002;5;18;3;Bacharelado;Matutino;L;D   ;F;1;1;0
591.76;625.62;-33.860000000000014;4;18;3;Bacharelado;Matutino;L;D   ;M;1;1;0
625.62;625.62;0.0;3;18;3;Bacharelado;Matutino;L;D   ;M;1;0;0
652.86;625.62;27.24000000000001;1;20;3;Bacharelado;Matutino;L;D   ;M;1;1;1
631.08;625.62;5.460000000000036;2;19;3;Bacharelado;Matutino;L;D   ;M;2;1;0
549.19;;;3;18;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
522.75;;;4;20;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
479.57;;;6;20;20;Bacharelado;Noturno;A;AMPLA;M;2;1;1
558.85;;;2;19;20;Bacharelado;Noturno;A;AMPLA;F;2;1;0
563.05;;;1;19;20;Bacharelado;Noturno;A;AMPLA;M;1;1;1
509.59;;;5;19;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
514.49;;;1;45;5;Bacharelado;Noturno;L;PPI ;F;1;1;0
491.48;;;1;19;3;Bacharelado;Noturno;L;D   ;F;1;1;0
569.45;;;3;20;17;Bacharelado;Noturno;A;AMPLA;F;1;1;0
590.09;;;1;18;17;Bacharelado;Noturno;A;AMPLA;F;2;0;0
564.75;;;4;19;17;Bacharelado;Noturno;A;AMPLA;F;2;1;0
532.3;;;7;18;17;Bacharelado;Noturno;A;AMPLA;F;1;1;0
501.08;;;10;19;17;Bacharelado;Noturno;A;AMPLA;M;2;1;0
578.79;;;2;27;17;Bacharelado;Noturno;A;AMPLA;F;2;1;1
551.48;;;5;20;17;Bacharelado;Noturno;A;AMPLA;F;1;1;0
524.85;;;9;19;17;Bacharelado;Noturno;A;AMPLA;F;2;0;0
541.72;;;6;18;17;Bacharelado;Noturno;A;AMPLA;M;2;1;0
530.04;;;8;20;17;Bacharelado;Noturno;A;AMPLA;M;2;1;0
515.59;;;1;19;4;Bacharelado;Noturno;L;PPI ;F;1;1;0
474.75;;;3;18;4;Bacharelado;Noturno;L;PPI ;F;1;0;0
502.68;;;2;19;4;Bacharelado;Noturno;L;PPI ;F;2;1;0
519.83;;;1;20;4;Bacharelado;Noturno;L;PPI ;F;2;1;0
545.42;524.74;20.67999999999995;2;20;3;Bacharelado;Noturno;L;D   ;M;2;1;0
524.74;524.74;0.0;3;19;3;Bacharelado;Noturno;L;D   ;F;2;0;0
558.7;524.74;33.960000000000036;1;20;3;Bacharelado;Noturno;L;D   ;M;1;0;0
523.44;;;2;20;12;Bacharelado;Integral;A;AMPLA;F;1;0;0
497.33;;;4;18;12;Bacharelado;Integral;A;AMPLA;F;1;1;0
509.79;;;3;20;12;Bacharelado;Integral;A;AMPLA;F;1;1;0
544.91;;;1;19;12;Bacharelado;Integral;A;AMPLA;M;2;1;1
498.1;;;1;18;3;Bacharelado;Integral;L;PPI ;F;1;0;0
678.01;669.89;8.120000000000005;13;18;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
676.21;669.89;6.32000000000005;14;20;20;Bacharelado;Noturno;A;AMPLA;F;2;1;0
558.78;669.89;-111.11000000000001;75;18;20;Bacharelado;Noturno;A;AMPLA;F;1;1;0
493.93;669.89;-175.95999999999998;99;19;20;Bacharelado;Noturno;A;AMPLA;F;2;0;0
534.74;669.89;-135.14999999999998;87;19;20;Bacharelado;Noturno;A;AMPLA;F;1;1;0
495.82;669.89;-174.07;98;46;20;Bacharelado;Noturno;A;AMPLA;F;1;1;0
670.76;669.89;0.8700000000000045;19;18;20;Bacharelado;Noturno;A;AMPLA;F;2;1;0
666.35;669.89;-3.5399999999999636;21;19;20;Bacharelado;Noturno;A;AMPLA;F;1;1;1
626.17;669.89;-43.72000000000003;47;24;20;Bacharelado;Noturno;A;AMPLA;M;1;1;0
590.79;669.89;-79.10000000000002;64;18;20;Bacharelado;Noturno;A;AMPLA;F;1;1;0
686.73;669.89;16.840000000000032;8;18;20;Bacharelado;Noturno;A;AMPLA;F;1;1;0
